Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,net2g,net3g,net4g,speed,year,status,dimensions,weight,build,sim,displaytype,displaysize,displayresolution,os,chipset,cpu,gpu,memoryslot,internalmemory,memoryother,cam1modules,cam1features,cam1video,cam2modules,cam2features,cam2video,wlan,bluetooth,gps,nfc,radio,usb,sensors,batdescription1,colors,models,sar-us,sar-eu,price,tbench,batlife
https://www.gsmarena.com/samsung_galaxy_m30-9505.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m30-.jpg,Samsung Galaxy M30,"Released 2019, March","174g, 8.5mm thickness","Android 8.1, up to Android 10, One UI 2","32GB/64GB/128GB storage, microSDXC","6.4""",1080x2340 pixels,3-6 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 8, 20, 40, 41","HSPA, LTE-A","2019, February 27","Available. Released 2019, March",159 x 75.1 x 8.5 mm (6.26 x 2.96 x 0.33 in),174 g (6.14 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED,"6.4 inches, 100.5 cm(~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 8.1 (Oreo), upgradable to Android 10, One UI 2",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",eMMC 5.1,"13 MP, f/1.9, PDAF","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",No,"FM radio, RDS, recording",USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Black, Blue","SM-M305F, SM-M305FN, SM-M305G, SM-M305M, SM-A3051, SM-A3058, SM-A3050",0.28 W/kg (head)     0.39 W/kg (body),0.45 W/kg (head)     1.32 W/kg (body),About 260 EUR,AnTuTu: 101651 (v7),
https://www.gsmarena.com/samsung_galaxy_m20-9506.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m20-m205f.jpg,Samsung Galaxy M20,"Released 2019, February","186g, 8.8mm thickness","Android 8.1, up to Android 10, One UI 2","32GB/64GB storage, microSDXC","6.3""",1080x2340 pixels,3/4 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/50 Mbps","2019, January 28","Available. Released 2019, February",156.4 x 74.5 x 8.8 mm (6.16 x 2.93 x 0.35 in),186 g (6.56 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",PLS LCD,"6.3 inches, 97.4 cm(~83.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Android 8.1 (Oreo), upgradable to Android 10, One UI 2",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,"13 MP, f/1.9, 1/3.1"", 1.12µm, PDAF","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, 25mm (wide)",HDR,1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS",Yes (market/region dependent),"FM radio, RDS, recording",USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Ocean Blue, Charcoal Black","SM-M205F, SM-M205FN, SM-M205G, SM-M205M, SM-M205N",0.25 W/kg (head)     1.59 W/kg (body),,AnTuTu: 108658 (v7),
https://www.gsmarena.com/samsung_galaxy_m10-9508.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m10-m105f.jpg,Samsung Galaxy M10,"Released 2019, February","163g, 7.7mm thickness","Android 8.1, up to Android 9.0, One UI","16GB/32GB storage, microSDXC","6.22""",720x1520 pixels,2/3 GB RAM,3400 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 20, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2019, January","Available. Released 2019, February",155.6 x 75.6 x 7.7 mm (6.13 x 2.98 x 0.30 in),163 g (5.75 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",PLS LCD,"6.22 inches, 96.6 cm(~82.1% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), One UI",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM",eMMC 5.1,"13 MP, f/1.9, 27mm (wide), 1/3.1"", 1.12µm, PDAF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0, 32mm (normal)",HDR,1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 3400 mAh, non-removable","Ocean Blue, Charcoal Black","SM-M105F, SM-M105G, SM-M105Y, SM-M105M",0.24 W/kg (head),0.24 W/kg (head)     1.53 W/kg (body),About 240 EUR,AnTuTu: 64144 (v7),
https://www.gsmarena.com/samsung_galaxy_a80-9659.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a80-.jpg,Samsung Galaxy A80,"Released 2019, May","220g, 9.3mm thickness","Android 9.0, up to Android 10, One UI 2.0","128GB storage, no card slot","6.7""",1080x2400 pixels,8 GB RAM,3700 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 26, 28, 38, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps","2019, April 10","Available. Released 2019, May",165.2 x 76.5 x 9.3 mm (6.50 x 3.01 x 0.37 in),220 g (7.76 oz),"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 6), aluminum frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED,"6.7 inches, 108.4 cm(~85.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Corning Gorilla Glass 3,Always-on display,"Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Qualcomm SDM730 Snapdragon 730 (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,No,128GB 8GB RAM,UFS 2.1,"48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps (gyro-EIS), 720p@480fps",Motorized pop-up rotating main camera module,"LED flash, HDR","4K@30fps, 1080p@30/60fps (gyro-EIS)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,FM radio,USB Type-C 2.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",ANT+,"Li-Po 3700 mAh, non-removable","Angel Gold, Ghost White, Phantom Black","SM-A805F, SM-A8050, SM-A805X, SM-A805N",0.30 W/kg (head)     0.71 W/kg (body),0.22 W/kg (head)     1.43 W/kg (body),About 380 EUR,AnTuTu: 207502 (v7),
https://www.gsmarena.com/samsung_galaxy_a70-9646.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a70.jpg,Samsung Galaxy A70,"Released 2019, May 01","183g, 7.9mm thickness","Android 9.0, up to Android 11, One UI 3.1","128GB storage, microSDXC","6.7""",1080x2400 pixels,6/8 GB RAM,4500 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 38, 40, 41, 66 - SM-A705YN/DS","HSPA, LTE-A","2019, March 26","Available. Released 2019, May 01",164.3 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in),183 g (6.46 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED,"6.7 inches, 108.4 cm(~86.0% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",Corning Gorilla Glass 3,"Android 9.0 (Pie), upgradable to Android 11, One UI 3.1",Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,microSDXC (dedicated slot),"128GB 6GB RAM, 128GB 8GB RAM",UFS 2.0,"32 MP, f/1.7, 26mm (wide), 1/2.8"", 0.8µm, PDAF","LED flash, panorama, HDR","4K@30fps, 1080p@30/240fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",ANT+,"Li-Po 4500 mAh, non-removable","Coral, Blue, Black, White","SM-A705F, SM-A705FN, SM-A705GM, SM-A705MN, SM-A7050, SM-A705W, SM-A705YN, SM-A705X, SM-A705U",0.33 W/kg (head)     0.70 W/kg (body),0.35 W/kg (head)     1.48 W/kg (body),About 90 EUR,AnTuTu: 167750 (v7),
https://www.gsmarena.com/samsung_galaxy_a60-9616.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a60-.jpg,Samsung Galaxy A60,"Released 2019, June","168g, 7.9mm thickness","Android 9.0, up to Android 11, One UI 3.0","64GB/128GB storage, microSDXC","6.3""",1080x2340 pixels,6 GB RAM,3500 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, April","Available. Released 2019, June",155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in),168 g (5.93 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",PLS LCD,"6.3 inches, 97.4 cm(~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",Corning Gorilla Glass 3,"Android 9.0 (Pie), upgradable to Android 11, One UI 3.0",Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM",eMMC 5.1,"32 MP, f/1.7, 26mm (wide), 1/2.8"", 0.8µm, PDAF","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",ANT+,"Li-Po 3500 mAh, non-removable","Daybreak Black, Seawater Blue, Cocktail Orange, Peach Mist, Gradient Red","SM-A606F, SM-A6060, SM-A606Y",0.27 W/kg (head)     1.17 W/kg (body),About 290 EUR,"AnTuTu: 170102 (v7), 209933 (v8)",
https://www.gsmarena.com/samsung_galaxy_a50-9554.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a50-sm-a505f-ds.jpg,Samsung Galaxy A50,"Released 2019, March 18","166g, 7.7mm thickness","Android 9.0, up to Android 11, One UI 3.0","64GB/128GB storage, microSDXC","6.4""",1080x2340 pixels,4/6 GB RAM,4000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA, LTE-A","2019, February 25","Available. Released 2019, March 18",158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),166 g (5.86 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED,"6.4 inches, 100.5 cm(~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Corning Gorilla Glass 3,"Android 9.0 (Pie), upgradable to Android 11, One UI 3.0",Exynos 9610 (10nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",UFS 2.1,"25 MP, f/1.7, 26mm (wide), PDAF","LED flash, panorama, HDR",1080p@30fps,"25 MP, f/2.0, 25mm (wide), 1/2.8"", 0.9µm",HDR,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes (market dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",ANT+,"Li-Po 4000 mAh, non-removable","Black, White, Blue, Coral","SM-A505F, SM-A505FN, SM-A505GN, SM-A505G, SM-A505FM, SM-A505YN, SM-A505W, SM-A505X, SM-A505U, SM-A505GT, SM-A505U1, SM-A505G, SM-A505N, SM-S506DL",1.31 W/kg (head)     0.58 W/kg (body),0.27 W/kg (head)     1.39 W/kg (body),,AnTuTu: 144574 (v7),
https://www.gsmarena.com/samsung_galaxy_a40-9642.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a40.jpg,Samsung Galaxy A40,"Released 2019, April","140g, 7.9mm thickness","Android 9.0, up to Android 11","64GB/128GB storage, microSDXC","5.9""",1080x2340 pixels,4 GB RAM,3100 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/150 Mbps","2019, March 19","Available. Released 2019, April",144.4 x 69.2 x 7.9 mm (5.69 x 2.72 x 0.31 in),140 g (4.94 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED,"5.9 inches, 85.5 cm(~85.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~437 ppi density)",Corning Gorilla Glass 3,"Android 9.0 (Pie), upgradable to Android 11",Exynos 7904 (14 nm),Octa-core (2x1.77 GHz Cortex-A73 & 6x1.59 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM",eMMC 5.1,"16 MP, f/1.7, 26mm (wide), PDAF","LED flash, panorama, HDR",1080p@30fps,"25 MP, f/2.0, 25mm (wide), 1/2.8"", 0.9µm",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",ANT+,"Li-Po 3100 mAh, non-removable","Black, White, Blue, Coral","SM-A405F, SM-A405FN, SM-A405FM, SM-A405S",0.49 W/kg (head)     1.34 W/kg (body),,AnTuTu: 106388 (v7),
https://www.gsmarena.com/samsung_galaxy_a30-9579.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a30.jpg,Samsung Galaxy A30,"Released 2019, March","165g, 7.7mm thickness","Android 9.0, up to Android 10, One UI 2.0","32GB/64GB storage, microSDXC","6.4""",1080x2340 pixels,3/4 GB RAM,4000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA, LTE-A","2019, February 25","Available. Released 2019, March",158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),165 g (5.82 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Super AMOLED,"6.4 inches, 100.5 cm(~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",Corning Gorilla Glass 3,"Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,"16 MP, f/1.7, 27mm (wide), PDAF","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable","Black, Blue, Red, White","SM-A305F, SM-A305FN, SM-A305G, SM-A305GN, SM-A305YN, SM-A3050, SM-A305N, SM-A305GT",0.32 W/kg (head)     0.40 W/kg (body),0.25 W/kg (head)     1.17 W/kg (body),,AnTuTu: 96550 (v7),
https://www.gsmarena.com/samsung_galaxy_a20e-9661.php,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-a20e.jpg,Samsung Galaxy A20e,"Released 2019, May","141g, 8.4mm thickness","Android 9.0, up to Android 11, One UI 3","32GB storage, microSDXC","5.8""",720x1560 pixels,3 GB RAM,3000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 20, 38, 40","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, April 10","Available. Released 2019, May",147.4 x 69.7 x 8.4 mm (5.80 x 2.74 x 0.33 in),141 g (4.97 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",PLS LCD,"5.8 inches, 82.6 cm(~80.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~296 ppi density)","Android 9.0 (Pie), upgradable to Android 11, One UI 3",Exynos 7884 (14 nm),Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),32GB 3GB RAM,eMMC 5.1,"13 MP, f/1.9, 28mm (wide), AF","LED flash, panorama, HDR",1080p@30/60fps,"8 MP, f/2.0",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes,FM radio,USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable","Black, White, Blue, Coral","SM-A202F, SM-A202K",0.50 W/kg (head)     1.30 W/kg (body),
