Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,Camera,Price
https://www.gsmarena.com/asus_zenfone_3_laser_zc551kl-8206.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-laser-zc551kl.jpg,Asus Zenfone 3 Laser ZC551KL,"2016, August",150,Android 6.1,16,5.5,1080x1920,2,3000,13,19999
https://www.gsmarena.com/asus_zenfone_3_ze520kl-8197.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ZE520KL-1.jpg,Asus Zenfone 3 ZE520KL,"2016, August",144,Android 6.1,32,5.2,1080x1920,3,2600,16,22999
https://www.gsmarena.com/asus_zenfone_pegasus_3-8156.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-pegasus-3.jpg,Asus Zenfone Pegasus 3,"2016, June",158.4,Android 6.0.1,16,5.2,720x1280,2,4100,13,20998
https://www.gsmarena.com/asus_zenfone_3_ultra_zu680kl-8130.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ultra-zu680kl.jpg,Asus Zenfone 3 Ultra ZU680KL,"2016, August",233,Android 6.1,32,6.8,1080x1920,3,4600,23,24999
https://www.gsmarena.com/asus_zenfone_3_deluxe_zs570kl-8129.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-deluxe-zs570kl.jpg,Asus Zenfone 3 Deluxe ZS570KL,"2016, August",170,Android 6.1,64,5.7,1080x1920,4,3000,23,15999
https://www.gsmarena.com/asus_zenfone_3_ze552kl-8106.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ze552kl.jpg,Asus Zenfone 3 ZE552KL,"2016, August",155,Android 6.0.1,32,5.5,1080x1920,3,3000,16,14999
https://www.gsmarena.com/asus_zenfone_max_zc550kl_(2016)-8111.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-max-zc550kl-1.jpg,Asus Zenfone Max ZC550KL (2016),"2016, May",202,Android 6.0.1,32,5.5,720x1280,2,5000,13,7499
https://www.gsmarena.com/asus_zenfone_go_zb450kl-8262.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb452kg.jpg,Asus Zenfone Go ZB450KL,"2016, August",135,Android 6,8,4.5,480x854,1,2070,8,4499
https://www.gsmarena.com/asus_zenfone_go_zb452kg-8097.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb452kg.jpg,Asus Zenfone Go ZB452KG,"2016, April",125,Android 5.1,8,4.5,480x854,1,2070,5,3999
https://www.gsmarena.com/asus_zenfone_go_zb551kl-8095.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb551kl.jpg,Asus Zenfone Go ZB551KL,"2016, May",160,Android 5.1,16,5.5,720x1280,2,3010,8,5149
https://www.gsmarena.com/asus_zenfone_go_t500-8045.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-t500.jpg,Asus Zenfone Go T500,"2016, April",153,Android 4.4,16,5,720x1280,2,2500,8,7999
https://www.gsmarena.com/asus_zenfone_go_zc451tg-8048.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zc451tg.jpg,Asus Zenfone Go ZC451TG,"2015, December",133.5,Android 5.1,8,4.5,480x854,1,1600,5,5299
