Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,net2g,net3g,net4g,speed,year,status,dimensions,weight,sim,bodyother,displaytype,displaysize,displayresolution,displayprotection,os,chipset,cpu,gpu,memoryslot,internalmemory,memoryother,cam1modules,cam1features,cam1video,cam2modules,cam2video,optionalother,wlan,bluetooth,gps,nfc,radio,usb,sensors,featuresother,batdescription1,colors,models,sar-us,sar-eu,price,tbench,batlife
https://www.gsmarena.com/xiaomi_redmi_note_11-11336.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-11-global.jpg,Xiaomi Redmi Note 11,"Released 2022, February 09","179g, 8.1mm thickness","Android 11, up to Android 12, MIUI 13","64GB/128GB storage, microSDXC","6.43""",1080x2400 pixels,4/6 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE-A (CA)","2022, January 26","Available. Released 2022, February 09",159.9 x 73.9 x 8.1 mm (6.30 x 2.91 x 0.32 in),179 g (6.31 oz),"Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","AMOLED, 90Hz, 700 nits, 1000 nits (peak)","6.43 inches, 99.8 cm(~84.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 3,"Android 11, upgradable to Android 12, MIUI 13",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),Adreno 610,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",UFS 2.2,"50 MP, f/1.8, 26mm (wide), 1/2.76"", 0.64µm, PDAF","LED flash, HDR, panorama",1080p@30fps,"13 MP, f/2.4, (wide), 1/3.1"", 1.12µm",1080p@30fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE","GPS, GLONASS, BDS, GALILEO",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, compass",Virtual proximity sensing,"Li-Po 5000 mAh, non-removable","Graphite Gray, Twilight Blue, Star Blue","2201117TG, 2201117TI, 2201117TY, 2201117TL",0.97 W/kg (head)     0.93 W/kg (body),0.60 W/kg (head)     0.99 W/kg (body),,"AnTuTu: 228044 (v8), 244526 (v9)",
https://www.gsmarena.com/xiaomi_11i_hypercharge_5g-11186.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-11i-hypercharge.jpg,Xiaomi 11i HyperCharge 5G,"Released 2022, January 12","204g, 8.3mm thickness","Android 11, up to Android 12, MIUI 13","128GB/256GB storage, microSDXC","6.67""",1080x2400 pixels,6/8 GB RAM,4500 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 8, 40, 41","1, 3, 5, 8, 28, 40, 77, 78 SA/NSA","HSPA, LTE-A (CA), 5G","2022, January 06","Available. Released 2022, January 12",163.7 x 76.2 x 8.3 mm (6.44 x 3.00 x 0.33 in),204 g (7.20 oz),"Glass front (Gorilla Glass 5), glass back","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","AMOLED, 120Hz, 700 nits, 1200 nits (peak)","6.67 inches, 107.4 cm(~86.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Corning Gorilla Glass 5,"Android 11, upgradable to Android 12, MIUI 13",Mediatek Dimensity 920 (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, PDAF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps","16 MP, f/2.5, (wide), 1/3.06"" 1.0µm",1080p@30fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS, GLONASS, BDS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4500 mAh, non-removable","Camo Green, Stealth Black, Purple Mist, Pacific Pearl","21091116UI, ‎MZB0A55IN",0.82 W/kg (head)     0.61 W/kg (body),About 300 EUR,"AnTuTu: 375528 (v8), 437872 (v9)",
https://www.gsmarena.com/xiaomi_11i-11185.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-11i.jpg,Xiaomi 11i,"Released 2022, January 12","207g, 8.3mm thickness","Android 11, up to Android 12, MIUI 13","128GB/256GB storage, microSDXC","6.67""",1080x2400 pixels,6/8 GB RAM,5160 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 8, 40, 41","1, 3, 5, 8, 28, 40, 77, 78 SA/NSA","HSPA, LTE-A (CA), 5G","2022, January 06","Available. Released 2022, January 12",163.7 x 76.2 x 8.3 mm (6.44 x 3.00 x 0.33 in),207 g (7.30 oz),"Glass front (Gorilla Glass 5), glass back","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","AMOLED, 120Hz, HDR10, 700 nits, 1200 nits (peak)","6.67 inches, 107.4 cm(~86.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Corning Gorilla Glass 5,"Android 11, upgradable to Android 12, MIUI 13",Mediatek Dimensity 920 (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, PDAF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps","16 MP, f/2.5, (wide), 1/3.06"" 1.0µm",1080p@30fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS, GLONASS, BDS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 5160 mAh, non-removable","Camo Green, Stealth Black, Purple Mist, Pacific Pearl",‎MZB0A5EIN,0.82 W/kg (head)     0.61 W/kg (body),
https://www.gsmarena.com/xiaomi_watch_s1-11293.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-watch-s1.jpg,Xiaomi Watch S1,"Released 2021, December 31","53g, 11mm thickness",Proprietary OS,"Unspecified storage storage, no card slot","1.43""",466x466 pixels, ,470 mAh Li-Po,N/A,N/A,N/A,No,No,No,"2021, December 28","Available. Released 2021, December 31",46.5 x 46.5 x 11 mm (1.83 x 1.83 x 0.43 in),53 g (1.87 oz),"Sapphire crystal front, stainless steel frame, plastic back",No,Waterproof (5ATM),AMOLED,1.43 inches,466 x 466 pixels (~326 ppi density),Proprietary OS,No,Unspecified storage,No,Wi-Fi 802.11 b/g/n,"5.2, A2DP, LE","GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS",Yes,No,No,"Accelerometer, gyro, compass, barometer, heart rate, SpO2","Li-Po 470 mAh, non-removable","Black, Silver",M2108W1,About 270 EUR
https://www.gsmarena.com/xiaomi_redmi_note_11t_5g-11217.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-11t-5g.jpg,Xiaomi Redmi Note 11T 5G,"Released 2021, December 07","195g, 8.8mm thickness","Android 11, MIUI 12.5","64GB/128GB storage, no card slot","6.6""",1080x2400 pixels,4-8 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 8, 40, 41","1, 3, 5, 8, 28, 40, 78 SA/NSA","HSPA, LTE-A (CA), 5G","2021, November 30","Available. Released 2021, December 07",163.6 x 75.8 x 8.8 mm (6.44 x 2.98 x 0.35 in),195 g (6.88 oz),"Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","IPS LCD, 90Hz","6.6 inches, 105.2 cm(~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)",Corning Gorilla Glass 3,"Android 11, MIUI 12.5",Mediatek MT6833P Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",UFS 2.2,"50 MP, f/1.8, 26mm (wide), PDAF","LED flash, HDR, panorama",1080p@30/60fps,"16 MP, f/2.5, (wide), 1/3.06"", 1.0µm",HDR,1080p@30fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, BDS",No,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, compass","Li-Po 5000 mAh, non-removable","Aquamarine Blue, Stardust White, Matte Black",21091116AI,
https://www.gsmarena.com/xiaomi_redmi_note_11_4g-11241.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-11-4g.jpg,Xiaomi Redmi Note 11 4G,"Released 2021, December 01","181g, 8.9mm thickness","Android 11, MIUI 12.5","128GB storage, microSDXC","6.5""",1080x2400 pixels,4/6 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","HSPA, LTE-A (CA)","2021, November 25","Available. Released 2021, December 01",162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in),181 g (6.38 oz),"Dual SIM (Nano-SIM, dual stand-by)","LCD, 90Hz","6.5 inches, 102.0 cm(~83.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 11, MIUI 12.5",Mediatek Helio G88 (12nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC,"128GB 4GB RAM, 128GB 6GB RAM","50 MP, f/1.8, (wide), PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, (wide), 1/4.0”, 1.12µm","HDR, panorama",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,Unspecified,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable","Carbon Gray, Pebble White, Sea Blue",21121119SC,
https://www.gsmarena.com/xiaomi_poco_m4_pro_5g-11193.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-poco-m4-pro-5g.jpg,Xiaomi Poco M4 Pro 5G,"Released 2021, November 11","195g, 8.8mm thickness","Android 11, up to Android 12, MIUI 13","64GB/128GB/256GB storage, microSDXC","6.6""",1080x2400 pixels,4-8 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International,"1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 40, 41, 66 - International","1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA - International","HSPA, LTE-A (CA), 5G","2021, November 09","Available. Released 2021, November 11",163.6 x 75.8 x 8.8 mm (6.44 x 2.98 x 0.35 in),195 g (6.88 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","IPS LCD, 90Hz, 450 nits (typ)","6.6 inches, 105.2 cm(~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)",Corning Gorilla Glass 3,"Android 11, upgradable to Android 12, MIUI 13",Mediatek MT6833P Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"50 MP, f/1.8, 26mm (wide), PDAF","LED flash, HDR, panorama",1080p@30/60fps,"16 MP, f/2.5, (wide), 1/3.06"" 1.0µm",Panorama,1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, GALILEO, BDS",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, compass","Li-Po 5000 mAh, non-removable","Poco Yellow, Power Black, Cool Blue","21091116AG, MZB0BGVIN",1.07 W/kg (head)     1.09 W/kg (body),0.59 W/kg (head)     1.00 W/kg (body),,"AnTuTu: 296721 (v8), 353663 (v9)",
https://www.gsmarena.com/xiaomi_redmi_note_11_pro_(china)-11159.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note11-pro.jpg,Xiaomi Redmi Note 11 Pro (China),"Released 2021, November 01","207g, 8.3mm thickness","Android 11, MIUI 12.5","128GB/256GB storage, no card slot","6.67""",1080x2400 pixels,6/8 GB RAM,5160 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1900 / 2100,"1, 2, 3, 5, 8, 19, 34, 38, 39, 40, 41, 42","1, 3, 5, 8, 28, 38, 41, 77, 78 SA/NSA","HSPA, LTE-A (CA), 5G","2021, October 28","Available. Released 2021, November 01",163.7 x 76.2 x 8.3 mm (6.44 x 3.00 x 0.33 in),207 g (7.30 oz),"Glass front (Gorilla Glass 5), glass back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED, 120Hz, 700 nits, 1200 nits (peak)","6.67 inches, 107.4 cm(~86.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",Corning Gorilla Glass 5,"Android 11, MIUI 12.5",Mediatek Dimensity 920 (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, PDAF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 720p@960fps","16 MP, f/2.5, (wide), 1/3.06"" 1.0µm",1080p@30/60fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE","GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5)",Yes,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, compass",Virtual proximity sensing,"Li-Po 5160 mAh, non-removable","Mysterious Black, Forest Green, Timeless Purple, Milky Way Blue",21091116C,About 220 EUR
https://www.gsmarena.com/xiaomi_redmi_note_11_(china)-11181.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note11.jpg,Xiaomi Redmi Note 11 (China),"Released 2021, November 01","195g, 8.8mm thickness","Android 11, MIUI 12.5","128GB/256GB storage, no card slot","6.6""",1080x2400 pixels,4-8 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","1, 28, 41, 78 SA/NSA","HSPA, LTE-A (CA), 5G","2021, October 28","Available. Released 2021, November 01",163.6 x 75.8 x 8.8 mm (6.44 x 2.98 x 0.35 in),195 g (6.88 oz),"Dual SIM (Nano-SIM, dual stand-by)","IP53, dust and splash resistant","IPS LCD, 90Hz","6.6 inches, 105.2 cm(~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~399 ppi density)","Android 11, MIUI 12.5",Mediatek MT6833P Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,No,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"50 MP, f/1.8, 26mm (wide), PDAF","LED flash, HDR, panorama",1080p@30/60fps,"16 MP, f/2.5, (wide), 1/3.06"", 1.0µm","HDR, panorama",1080p@30fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS (L1), GLONASS (G1), BDS (B1), GALILEO (E1)",No,Unspecified,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, compass","Li-Po 5000 mAh, non-removable","Mysterious Black, Milky Way Blue, Mint Green",21091116AC,
https://www.gsmarena.com/xiaomi_redmi_watch_2_lite-11187.php,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-watch2-lite.jpg,Xiaomi Redmi Watch 2 Lite,"Released 2021, November 11","35g, 10.7mm thickness",Proprietary OS,"Unspecified storage, no card slot","1.55""",360x320 pixels, ,262 mAh Li-Ion,N/A,N/A,N/A,No,No,No,"2021, November 01","Available. Released 2021, November 11",41.2 x 35.3 x 10.7 mm (1.62 x 1.39 x 0.42 in),35 g (1.23 oz),"Plastic back, plastic frame",No,Waterproof (5ATM),TFT LCD,1.55 inches,360 x 320 pixels (~311 ppi density),Proprietary OS,No,Unspecified,No,No,"5.0, A2DP, LE","GPS, GLONASS, GALILEO, BDS",No,No,No,"Accelerometer, heart rate, gyro, compass, SpO2","Li-Ion 262 mAh, non-removable","Black, Blue, Ivory",
