Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,net2g,net3g,net4g,speed,year,status,dimensions,weight,build,sim,displaytype,displaysize,displayresolution,displayprotection,os,chipset,cpu,gpu,memoryslot,internalmemory,memoryother,cam1modules,cam1features,cam1video,cam2modules,cam2features,cam2video,wlan,bluetooth,gps,nfc,radio,usb,sensors,batdescription1,colors,models,price
https://www.gsmarena.com/oppo_reno8_t-12109.php,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno8-t-4g.jpg,Oppo Reno8 T,"Released 2023, February 02","180g or 183g, 7.8mm thickness","Android 13, ColorOS 13","256GB storage, microSDXC","6.43""",1080x2400 pixels,8 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41","HSPA, LTE-A","2023, February 02","Available. Released 2023, February 02",160.8 x 73.8 x 7.8 mm (6.33 x 2.91 x 0.31 in),180 g or 183 g (6.35 oz),"Glass front (Gorilla Glass 5), glass back or eco leather back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 90Hz, 430 nits (typ), 800 nits (peak)","6.43 inches, 99.8 cm(~84.1% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 5,"Android 13, ColorOS 13",Mediatek MT8781 Helio G99 (6nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,256GB 8GB RAM,UFS 2.2,"100 MP, f/1.7, 26mm (wide), AF","LED flash, HDR, panorama",1080p@30fps,"32 MP, f/2.4, 22mm (wide)","HDR, panorama",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD","GPS, GALILEO, GLONASS, BDS, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 5000 mAh, non-removable","Black Starlight, Orange Sunset",CPH2481,About 330 EUR
https://www.gsmarena.com/oppo_reno8_t_5g-12069.php,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno8-t.jpg,Oppo Reno8 T 5G,"Released 2023, February 10","171g, 7.7mm thickness","Android 13, ColorOS 13","128GB/256GB storage, microSDXC","6.7""",1080x2412 pixels,8 GB RAM,4800 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66","1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA","HSPA, LTE-A, 5G","2023, February 01","Available. Released 2023, February 10",162.3 x 74.3 x 7.7 mm (6.39 x 2.93 x 0.30 in),171 g (6.03 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 1B colors, 120Hz, 500 nits (typ), 800 nits (HBM), 950 nits (peak)","6.7 inches, 108.0 cm(~89.6% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Asahi Glass AGC DT-Star2,"Android 13, ColorOS 13",Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC (dedicated slot),"128GB 8GB RAM, 256GB 8GB RAM",UFS 2.2,"108 MP, f/1.7, 24mm (wide), 1/1.67"", 0.64µm, AF","LED flash, HDR, panorama",1080p@30fps,"32 MP, f/2.4, 22mm (wide)","HDR, panorama",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE, aptX HD","GPS, GALILEO, GLONASS, BDS, QZSS","Yes, HCE, NFC-SIM",No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Li-Po 4800 mAh, non-removable","Black Starlight (Midnight Black), Dawn Gold (Sunrise Gold)",CPH2505,About 340 EUR
https://www.gsmarena.com/oppo_a78-12073.php,https://fdn2.gsmarena.com/vv/bigpic/oppo-a58.jpg,Oppo A78,"Released 2023, January 07","188g, 8mm thickness","Android 12, ColorOS 13","128GB storage, microSDXC","6.56""",720x1612 pixels,8 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66","1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA","HSPA, LTE-A, 5G","2023, January 07","Available. Released 2023, January 07",163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in),188 g (6.63 oz),"Dual SIM (Nano-SIM, dual stand-by)",IP54,"IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM)","6.56 inches, 103.4 cm(~84.0% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",Panda glass,"Android 12, ColorOS 13",Mediatek MT6833 Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,128GB 8GB RAM,UFS 2.2,"50 MP, f/1.8, 27mm (wide), PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 27mm (wide)",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX","GPS, GALILEO, GLONASS, BDS, QZSS",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable","Glowing Black, Glowing Purple","CPH2483, CPH2495",About 230 EUR
https://www.gsmarena.com/oppo_a56s-12064.php,https://fdn2.gsmarena.com/vv/bigpic/oppo-a56s.jpg,Oppo A56s,"Released 2023, January 09","186g, 8mm thickness","Android 12, ColorOS 12.1","256GB storage, microSDXC","6.56""",720x1612 pixels,8 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1900 / 2100,"1, 3, 5, 7, 8, 28, 34, 38, 39, 40, 41","1, 5, 8, 28, 41, 77, 78 SA/NSA","HSPA, LTE, 5G","2023, January 05","Available. Released 2023, January 09",163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM)","6.56 inches, 103.4 cm(~84.0% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)","Android 12, ColorOS 12.1",Mediatek MT6833P Dimensity 810 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 8GB RAM, 256GB 8GB RAM","13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, AF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0, 26mm (wide)",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable","Black, Blue",PFTM20,About 150 EUR
https://www.gsmarena.com/oppo_find_n2_flip-12014.php,https://fdn2.gsmarena.com/vv/bigpic/oppo-find-n2-flip.jpg,Oppo Find N2 Flip,"Released 2022, December 23","191g, 7.5mm thickness","Android 13, ColorOS 13","128GB/256GB/512GB storage, no card slot","6.8""",1080x2520 pixels,8-16 GB RAM,4300 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - International","1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 38, 40, 41, 66, 77, 78, 79 SA/NSA - International","HSPA, LTE-A, 5G","2022, December 15","Available. Released 2022, December 23",Unfolded: 166.2 x 75.2 x 7.5 mmFolded: 85.5 x 75.2 x 16 mm,191 g (6.74 oz),"Plastic front (opened), plastic back (opened), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","Foldable LTPO AMOLED, 120Hz, HDR10+, 1200 nits (HBM), 1600 nits (peak)","6.8 inches, 108.0 cm(~86.4% screen-to-body ratio)","1080 x 2520 pixels, 21:9 ratio (~403 ppi density)",Cover display:,"Android 13, ColorOS 13",Mediatek Dimensity 9000+ (4 nm),Octa-core (1x3.20 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Mali-G710 MC10,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 16GB RAM",UFS 3.1,"50 MP, f/1.8, 23mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/240fps","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF","HDR, panorama",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac/6, tri-band","5.3, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5)","Yes, eSE, HCE, NFC-SIM",No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, dual gyro, dual proximity, compass, color spectrum","Li-Po 4300 mAh, non-removable","Astral Black, Moonlit Purple, Gold",CPH2437,,AnTuTu: 773574 (v9),
https://www.gsmarena.com/oppo_find_n2-12002.php,https://fdn2.gsmarena.com/vv/bigpic/oppo-find-n2-5g.jpg,Oppo Find N2,"Released 2022, December 23","233g or 237g, 7.4mm thickness","Android 13, ColorOS 13","256GB/512GB storage, no card slot","7.1""",1792x1920 pixels,12/16 GB RAM,4520 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 66","1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78, 79 SA/NSA","HSPA, LTE-A (CA), 5G","2022, December 15","Available. Released 2022, December 23",Unfolded: 132.2 x 140.5 x 7.4 mmFolded: 132.2 x 72.6 x 14.6 mm,233 g or 237 g (8.22 oz),"Glass front (Gorilla Glass Victus) - folded, plastic front - unfolded, glass back (Gorilla Glass Victus) or eco leather back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",Stylus support,"Foldable LTPO AMOLED, 120Hz, HDR10+, 1200 nits (HBM), 1550 nits (peak)","7.1 inches, 162.2 cm(~87.3% screen-to-body ratio)",1792 x 1920 pixels (~370 ppi density),Cover display:,"Android 13, ColorOS 13",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510),Adreno 730,No,"256GB 12GB RAM, 512GB 16GB RAM",UFS 3.1,"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS","Hasselblad Color Calibration, Dual-LED dual-tone flash, HDR, panorama","4K@30/60fps, 1080p@30/60/240fps, gyro-EIS, HDR","32 MP, f/2.4, 22mm (wide), 1/3.14""","HDR, panorama","1080p@30fps, gyro-EIS","Wi-Fi 802.11 a/b/g/n/ac/6, tri-band","5.3, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5)","Yes, eSE, HCE, NFC-SIM",No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, dual gyro, proximity, compass, color spectrum","Li-Po 4520 mAh, non-removable","Black, Green, White",PGU110,About 1100 EUR,AnTuTu: 962082 (v9),
https://www.gsmarena.com/oppo_a58x-12027.php,https://fdn2.gsmarena.com/vv/bigpic/oppo-a58x.jpg,Oppo A58x,"Released 2022, December 15","186g, 8mm thickness","Android 12, ColorOS 12.1","128GB storage, microSDXC","6.56""",720x1612 pixels,6/8 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 28, 34, 38, 39, 40, 41","1, 5, 8, 28, 41, 77, 78 SA/NSA","HSPA, LTE-A, 5G","2022, December 15","Available. Released 2022, December 15",163.8 x 75.1 x 8 mm (6.45 x 2.96 x 0.31 in),186 g (6.56 oz),"Dual SIM (Nano-SIM, dual stand-by)",IP54,"IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM)","6.56 inches, 103.4 cm(~84.0% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~269 ppi density)",Panda glass,"Android 12, ColorOS 12.1",Mediatek MT6833 Dimensity 700 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,microSDXC,"128GB 6GB RAM, 128GB 8GB RAM",UFS 2.2,"13 MP, f/2.2, 25mm (wide), PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.2, 27mm (wide)",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX","GPS, GALILEO, GLONASS, BDS, QZSS",No,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable","Black, Blue, Violet",About 180 EUR
https://www.gsmarena.com/oppo_reno9_pro+-11996.php,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno9-pro-plus.jpg,Oppo Reno9 Pro+,"Released 2022, December 02","192g, 8mm thickness","Android 13, ColorOS 13","256GB/512GB storage, no card slot","6.7""",1080x2412 pixels,16 GB RAM,4700 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 2100,"1, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41","1, 5, 8, 28, 41, 77, 78 SA/NSA","HSPA, LTE-A (CA), 5G","2022, November 24","Available. Released 2022, December 02",161.5 x 73.6 x 8 mm (6.36 x 2.90 x 0.31 in),192 g (6.77 oz),"Glass front (Asahi Glass), aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 950 nits (peak)","6.7 inches, 108.0 cm(~90.9% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Asahi Glass AGC DT-Star2,"Android 13, ColorOS 13",Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Octa-core (1x3.0 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x2.0 GHz Cortex-A510),Adreno 730,No,"256GB 16GB RAM, 512GB 16GB RAM",UFS 3.1,"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS","LED flash, HDR, panorama","4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS, HDR","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF","Panorama, HDR","1080p@30fps, gyro-EIS",24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS (L1+L5), GLONASS (L1), BDS (B1I+B2a+Bc), GALILEO (E1+E5a), QZSS (L1+L5)","Yes, eSE, HCE, UICC, NFC-SIM",No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 4700 mAh, non-removable","Black, Gold, Mint",PGW110,
https://www.gsmarena.com/oppo_reno9_pro-11997.php,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno9-pro.jpg,Oppo Reno9 Pro,"Released 2022, December 02","174g, 7.2mm thickness","Android 13, ColorOS 13","256GB/512GB storage, no card slot","6.7""",1080x2412 pixels,16 GB RAM,4500 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 2100,"1, 3, 4, 5, 7, 8, 18, 19, 26, 28, 34, 38, 39, 40, 41","1, 5, 8, 28, 41, 77, 78 SA/NSA","HSPA, LTE-A (CA), 5G","2022, November 24","Available. Released 2022, December 02",162.3 x 74.2 x 7.2 mm (6.39 x 2.92 x 0.28 in),174 g (6.14 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 950 nits (peak)","6.7 inches, 108.0 cm(~89.7% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Asahi Glass AGC DT-Star2,"Android 13, ColorOS 13",Mediatek Dimensity 8100-Max (5 nm),Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC6,No,"256GB 16GB RAM, 512GB 16GB RAM",UFS 3.1,"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS, HDR","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF","Panorama, HDR","1080p@30fps, gyro-EIS",24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS","Yes, eSE, HCE, NFC-SIM",No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 4500 mAh, non-removable","Black, Gold, Pink gradient",PGX110,About 470 EUR
https://www.gsmarena.com/oppo_reno9-11998.php,https://fdn2.gsmarena.com/vv/bigpic/oppo-reno9.jpg,Oppo Reno9,"Released 2022, December 02","174g, 7.2mm thickness","Android 13, ColorOS 13","256GB/512GB storage, no card slot","6.7""",1080x2412 pixels,8/12 GB RAM,4500 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 2100,"1, 3, 4, 5, 7, 8, 28, 34, 38, 39, 40, 41","1, 5, 8, 28, 41, 77, 78 SA/NSA","HSPA, LTE-A (CA), 5G","2022, November 24","Available. Released 2022, December 02",162.3 x 74.2 x 7.2 mm (6.39 x 2.92 x 0.28 in),174 g (6.14 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 950 nits (peak)","6.7 inches, 108.0 cm(~89.7% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Asahi Glass AGC DT-Star2,"Android 13, ColorOS 13",Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),Adreno 642L,No,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",UFS 3.1 - 512GB,"64 MP, f/1.8, 26mm (wide), PDAF","LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, gyro-EIS","32 MP, f/2.4, 22mm (wide), 1/2.74"", 0.8µm, AF","Panorama, HDR","1080p@30fps, gyro-EIS",24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.2, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, BDS, QZSS","Yes, eSE, HCE, NFC-SIM",No,"USB Type-C 2.0, OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum","Li-Po 4500 mAh, non-removable","Black, Gold, Pink gradient, Red",PHM110,
